CustomerID,R,F,M
12682,153.2258064516129,31,11019.82
12683,211.07142857142858,14,7612.570000000001
12684,113.0,6,2073.63
12685,66.5,6,2575.08
12686,372.0,1,71.14
12688,114.0,1,4873.810000000005
12689,77.0,2,1139.6100000000004
12690,206.0,1,335.00999999999993
12691,181.4,5,927.8
12693,230.5,4,711.91
12694,126.5,2,761.6699999999998
12695,97.5,4,582.1
12697,109.66666666666667,3,757.5900000000001
12700,111.25,4,4525.99
12701,161.0,2,725.71
12702,20.0,1,201.0
12703,71.0,1,265.54999999999995
12704,71.125,8,1740.84
12705,139.125,8,6382.29
12707,292.0,1,603.42
12708,182.7,10,2442.9100000000003
12709,186.4,15,9400.52
12710,153.0,3,1023.0200000000003
12712,219.53846153846155,13,3928.1300000000006
12713,1.0,1,794.5499999999998
12714,159.6,5,4294.860000000001
12715,106.0,1,263.36
12716,68.5,2,963.4899999999996
12717,198.5,2,830.98
12718,71.0,1,202.25000000000003
12719,35.0,2,572.95
12720,155.44,25,5115.7300000000005
12721,200.0,6,2386.13
12722,117.25,4,979.6299999999999
12723,33.2,5,707.0699999999999
12724,148.0,4,923.4100000000002
12725,371.0,1,371.79999999999995
12726,207.14285714285714,7,2411.1000000000004
12727,210.57142857142858,7,3440.7000000000007
12728,236.0,4,728.3299999999999
12729,114.0,1,417.0100000000001
12731,183.5,12,18751.91
12732,180.0,1,218.2600000000001
12733,234.0,1,383.95
12734,353.0,1,110.39999999999999
12735,326.0,2,689.5699999999998
12736,333.0,1,144.0
12738,372.0,1,137.35
12739,99.0,1,975.5400000000001
12740,64.0,1,427.5999999999999
12743,134.0,2,540.1299999999999
12744,192.0,4,9120.39
12747,192.72727272727272,11,4196.01
12748,164.77184466019418,206,31650.780000000002
12749,100.4,5,4040.880000000001
12750,129.0,1,275.88
12752,81.0,1,4366.779999999999
12753,226.0,6,21429.39
12754,274.0,3,3010.74
12755,323.5,2,3811.95
12756,87.0,1,112.08000000000001
12757,87.55555555555556,9,4176.75
12758,197.0,2,2791.59
12759,166.66666666666666,3,1411.44
12762,16.5,2,1702.5200000000007
12763,253.5,2,494.08
12764,317.0,1,1693.8800000000003
12766,206.14285714285714,7,6457.629999999999
12769,239.0,1,1143.6000000000001
12770,211.0,1,1351.4499999999998
12772,60.0,1,752.4700000000004
12775,196.8,5,1281.04
12778,184.66666666666666,6,693.23
12779,243.75,8,3981.3599999999997
12781,174.5,2,786.74
12782,217.0,5,1938.9199999999998
12783,41.75,4,1295.87
12784,15.0,1,476.81999999999994
12785,364.0,1,255.95
12787,98.33333333333333,3,418.65999999999997
12789,65.0,1,76.85000000000001
12790,192.0,1,294.9200000000001
12791,374.0,1,177.60000000000002
12792,257.0,1,344.54
12793,353.0,2,461.48
12794,76.0,2,860.4100000000001
12795,19.0,1,318.4800000000001
12797,366.0,1,226.03
12798,75.0,3,6977.039999999999
12802,187.0,1,397.58
12808,197.0,3,455.65
12809,178.0,1,405.31
12811,273.0,2,458.85
12812,45.0,1,229.63999999999993
12814,102.0,1,85.92
12815,173.0,2,863.4599999999998
12816,136.0,2,452.20000000000005
12817,281.0,1,126.03999999999999
12818,262.0,1,1182.08
12820,112.25,4,942.34
12821,214.0,1,92.72
12822,79.0,2,948.8799999999998
12823,208.6,5,1759.5
12824,60.0,1,397.11999999999995
12826,184.14285714285714,7,1474.7199999999998
12827,27.666666666666668,3,430.15
12828,69.83333333333333,6,1018.7099999999999
12829,348.5,2,293.0
12830,121.0,6,6814.639999999999
12831,262.0,1,215.05
12832,65.0,2,383.03
12833,145.0,1,417.37999999999994
12834,283.0,1,312.38
12836,181.75,4,2610.36
12837,173.0,1,134.1
12838,204.0,2,671.9499999999998
12839,146.0,14,5591.420000000001
12840,192.0,4,2726.77
12841,184.72,25,3991.58
12842,189.5,2,1118.99
12843,182.0,8,1702.2600000000002
12844,79.5,2,325.96000000000004
12845,274.25,4,354.09
12847,22.0,1,843.6399999999999
12849,150.0,2,992.65
12851,97.0,1,131.80999999999997
12852,295.0,1,311.54999999999995
12853,200.16666666666666,6,1957.1000000000001
12854,212.66666666666666,3,1316.25
12855,373.0,1,38.1
12856,35.833333333333336,6,2170.78
12857,257.0,2,1106.4
12863,52.0,1,521.2
12864,138.0,1,147.12
12865,75.0,2,1568.2299999999996
12866,283.0,1,499.11999999999995
12867,203.14285714285714,7,4009.34
12868,282.3333333333333,6,1607.06
12871,145.5,2,380.64
12872,346.0,2,599.97
12873,282.0,1,374.0
12875,253.0,2,343.2300000000001
12876,127.0,2,2053.0200000000004
12877,192.91666666666666,12,1535.77
12878,251.0,2,854.99
12879,72.66666666666667,3,573.22
12881,276.0,1,298.0
12882,21.5,2,1463.04
12883,41.0,4,703.4700000000001
12884,88.0,1,309.05000000000007
12885,83.33333333333333,3,1175.2200000000003
12886,144.0,2,1378.4
12888,234.5,2,354.12
12890,24.0,1,376.7199999999999
12891,233.33333333333334,3,331.0
12893,31.0,1,176.55
12895,64.5,2,372.79999999999995
12897,253.5,2,216.5
12901,147.96428571428572,28,17654.54
12902,265.0,1,138.68
12904,95.0,2,496.05999999999995
12906,38.4,5,2919.8099999999995
12908,244.5,2,750.0
12909,167.2,5,2178.67
12910,120.0,8,3075.0400000000004
12912,18.0,5,1662.3000000000002
12913,194.6,5,2483.63
12915,261.0,2,363.65
12916,230.0,4,2944.95
12917,128.0,1,594.0
12919,82.33333333333333,6,1335.19
12920,17.0,1,162.78000000000003
12921,155.64864864864865,37,16587.090000000004
12922,161.0,1,405.38
12923,64.0,1,171.57
12924,222.5,4,925.75
12925,40.0,2,694.05
12928,166.0,5,2062.7
12929,312.0,1,117.85000000000001
12930,124.5,2,415.8
12931,169.93333333333334,15,42055.95999999999
12933,159.66666666666666,3,607.53
12935,116.14285714285714,7,2160.7
12936,33.5,4,1063.9
12937,137.5,4,1504.2699999999995
12938,26.0,1,114.14
12939,166.375,8,11581.800000000001
12940,71.5,2,899.69
12942,231.66666666666666,3,675.5999999999999
12944,195.5,2,604.51
12945,288.0,1,462.95000000000005
12947,242.5,6,1603.9899999999998
12948,137.85714285714286,7,2064.95
12949,149.875,8,4167.219999999999
12950,11.333333333333334,3,1843.0
12951,214.5,6,1064.0700000000002
12952,42.5,4,1387.79
12953,10.0,1,329.84999999999997
12955,110.27272727272727,11,4757.16
12956,306.0,1,108.07
12957,145.75,8,4017.54
12962,60.0,2,266.39000000000004
12963,73.5,8,1856.6300000000003
12965,89.0,1,769.8099999999997
12966,10.0,1,160.18
12967,365.0,2,1660.9
12968,112.0,1,135.95
12970,164.5,4,405.46999999999986
12971,177.41860465116278,86,11189.909999999996
12974,198.0,1,144.8
12976,212.0,1,738.6
12977,156.0,1,39.24
12980,255.55555555555554,9,7374.900000000001
12981,81.5,2,372.22
12982,243.0,1,390.53999999999996
12984,19.0,1,97.5
12985,15.0,2,1239.3799999999999
12987,136.0,2,558.7
12988,292.0,1,505.82
12989,157.6,15,6924.109999999999
12990,175.33333333333334,3,409.5
12991,67.5,2,503.76
12993,162.5,4,414.76000000000005
12994,131.0,3,974.4200000000001
12995,85.0,1,211.32
12997,166.0,4,1226.8899999999999
12999,215.66666666666666,3,455.87999999999994
13000,244.0,3,534.85
13001,219.3846153846154,13,9785.97
13002,318.0,1,120.94999999999999
13003,157.33333333333334,3,149.05
13004,172.83333333333334,18,5655.91
13005,210.0,2,513.7
13006,56.0,1,81.57
13008,323.0,1,229.47000000000003
13011,372.0,1,50.550000000000004
13012,126.0,8,1646.8400000000001
13013,149.53846153846155,13,4810.9400000000005
13014,122.3,10,3466.28
13015,198.8,5,3339.6399999999994
13016,89.66666666666667,3,789.8899999999999
13017,7.0,1,204.0
13018,144.78571428571428,28,7277.699999999999
13021,134.88888888888889,9,2616.3799999999997
13023,97.0,2,599.9000000000001
13026,124.6,5,975.3600000000001
13027,214.0,6,6912.0
13028,34.0,2,661.3199999999999
13029,174.33333333333334,3,1247.5
13030,189.5,2,752.44
13032,69.5,2,1010.18
13033,357.0,1,190.54999999999998
13034,212.0,2,642.7700000000001
13035,167.5,2,921.8799999999999
13037,204.33333333333334,3,881.0699999999999
13038,185.0,3,908.46
13040,21.0,2,676.99
13043,273.0,1,516.4200000000001
13044,291.0,1,560.4700000000001
13045,99.0,1,305.28
13046,148.5,2,629.31
13047,251.22222222222223,9,3232.59
13048,173.25,4,1819.41
13049,191.0,2,656.6800000000001
13050,208.2941176470588,17,5833.11
13052,212.0,1,348.15000000000003
13055,123.33333333333333,3,1214.4099999999996
13058,78.33333333333333,3,271.4
13059,250.0,1,183.4
13060,254.0,1,307.53000000000003
13061,72.0,1,248.61
13062,191.0,1,346.98
13064,145.25,4,1105.59
13065,373.0,1,205.85999999999999
13066,28.0,2,470.80000000000007
13067,82.0,1,115.46000000000002
13068,165.0,2,344.0
13069,203.625,24,4431.44
13070,192.0,1,228.8
13072,267.0,1,177.14999999999998
13075,130.0,1,919.61
13077,236.75,4,728.0200000000001
13078,156.84615384615384,26,12627.939999999999
13079,66.4,5,220.10000000000002
13080,179.0,1,58.08
13081,214.36363636363637,11,28337.37999999999
13082,219.0,9,3613.63
13083,40.0,2,303.75
13085,226.5,2,416.08000000000004
13089,187.94845360824743,97,58762.08
13090,181.07692307692307,13,8895.82
13091,28.0,1,345.82
13092,229.4,5,477.83
13093,329.125,8,7832.47
13094,218.83333333333334,12,1927.3200000000004
13095,71.0,1,74.4
13097,206.4,10,6003.22
13098,135.5,28,28882.440000000006
13099,99.0,1,207.35999999999999
13101,234.0,1,101.18999999999998
13102,208.79166666666666,24,6424.09
13103,40.0,1,243.94
13104,148.5,6,1098.48
13106,133.0,1,76.5
13107,160.0,4,1531.6200000000001
13108,373.0,1,350.05999999999995
13109,108.5,2,786.5400000000001
13110,172.71428571428572,7,1488.6699999999998
13113,203.375,24,12245.96
13115,78.0,4,2294.78
13116,138.0,1,501.14000000000004
13117,241.875,8,984.91
13118,158.0,5,1197.8100000000002
13120,239.0,1,30.599999999999998
13121,269.0,1,283.7299999999999
13122,167.0,2,922.3900000000002
13124,233.66666666666666,3,3756.330000000001
13126,215.375,8,2099.64
13127,78.0,1,259.16999999999996
13130,94.0,1,64.0
13131,94.0,3,1073.3
13132,262.0,1,77.3
13133,289.0,2,109.8
13134,186.0,4,1793.58
13135,197.0,1,3096.0
13136,128.6,5,2607.6099999999997
13137,122.375,8,3603.2900000000004
13138,149.16666666666666,6,962.3900000000001
13139,105.57142857142857,7,5064.9400000000005
13140,196.33333333333334,3,422.46999999999997
13141,232.8,5,2388.75
13142,19.0,1,307.0899999999999
13144,333.0,1,110.94999999999999
13145,157.75,4,618.52
13146,26.0,1,228.91
13147,46.0,4,712.8000000000001
13148,203.66666666666666,12,3683.2599999999998
13149,139.5,4,1676.06
13151,296.0,1,1257.8700000000003
13153,6.0,1,486.22
13155,202.25,4,971.7599999999998
13157,182.25,4,1741.2199999999998
13158,172.25,4,1201.06
13159,70.25,4,1429.35
13160,22.0,1,91.8
13161,313.0,1,112.75
13162,218.5,4,1688.29
13165,198.5,2,1021.4799999999999
13166,283.0,1,417.19999999999993
13167,90.25,4,779.33
13168,211.25,4,1299.59
13169,158.0,2,712.8799999999999
13170,27.0,1,108.81000000000002
13171,123.33333333333333,3,468.40999999999997
13173,185.5,2,353.65
13174,233.66666666666666,3,2738.82
13176,46.0,1,481.49000000000007
13177,65.0,1,282.45
13178,173.45454545454547,11,5725.469999999999
13182,45.0,1,121.17999999999999
13183,148.0,9,3957.7800000000007
13184,176.5,10,1667.9499999999998
13185,268.0,1,71.4
13186,87.66666666666667,3,1575.8899999999999
13187,337.0,1,236.01999999999995
13188,11.0,1,114.60000000000001
13189,67.0,2,260.68
13192,150.0,2,911.94
13193,61.0,1,112.08
13194,136.0,1,60.7
13196,92.25,4,1797.7800000000007
13198,203.0,6,3401.2400000000002
13199,146.6216216216216,37,9802.119999999999
13200,60.25,4,870.0900000000001
13203,103.0,4,869.46
13207,83.0,2,250.26000000000005
13208,194.0,5,1193.17
13209,159.875,8,5891.61
13210,94.0,1,353.47999999999996
13211,155.33333333333334,3,1095.42
13212,47.333333333333336,3,786.8299999999998
13213,153.4,5,1520.58
13216,268.0,1,333.74
13217,137.0,3,533.98
13218,127.0,1,62.64
13220,180.25,4,819.29
13221,299.5,2,844.8600000000001
13223,216.0,2,163.20000000000002
13224,105.5,2,2152.9500000000007
13225,196.28571428571428,7,6463.84
13226,273.0,1,108.21000000000001
13227,202.0,1,257.7
13228,81.0,1,358.0
13229,226.0,1,160.95
13230,210.42857142857142,14,2755.63
13232,138.0,7,1327.75
13233,205.0,2,605.12
13235,212.0,1,1031.0699999999997
13236,66.0,2,744.8499999999999
13238,141.0,4,700.73
13239,262.0,1,329.56
13240,223.0,4,648.6999999999999
13242,180.0,3,270.4
13243,203.0,1,585.1200000000001
13244,93.0,1,121.74000000000001
13245,51.0,1,430.5
13246,225.0,6,1961.5200000000002
13247,43.5,4,501.11999999999995
13248,157.0,2,465.67999999999995
13249,148.66666666666666,3,711.4100000000001
13253,248.0,2,1030.4
13255,191.5,2,399.51
13256,14.0,1,0.0
13258,80.0,3,672.83
13259,62.0,1,283.1799999999999
13260,61.0,1,557.6200000000001
13261,277.5,2,944.1
13262,263.0,1,200.29000000000002
13263,153.02941176470588,34,7411.71
13265,169.0,5,2092.66
13266,148.16666666666666,12,3834.26
13267,188.73684210526315,19,4521.49
13268,151.9,10,3152.71
13269,143.33333333333334,15,5343.28
13270,366.0,1,590.0
13271,37.0,1,211.48999999999992
13272,60.5,2,276.56
13273,113.0,1,138.97999999999996
13276,82.0,2,590.9300000000001
13277,72.75,4,258.4
13278,41.0,1,542.73
13279,78.0,1,137.75
13280,258.3333333333333,3,798.46
13282,133.66666666666666,3,1132.14
13283,123.0,2,93.66
13284,331.0,1,201.19
13285,175.0,4,2709.1199999999994
13291,156.0,1,361.10999999999996
13292,161.5,2,578.94
13294,220.0,2,873.74
13295,360.0,1,201.2
13296,137.0,1,87.4
13297,30.75,4,2089.8500000000004
13298,1.0,1,360.0
13299,268.0,1,142.5
13300,169.0,1,371.89000000000004
13301,194.25,4,600.19
13302,155.0,1,63.75
13304,351.0,1,300.4199999999999
13305,166.7,10,2000.8600000000001
13307,120.0,1,15.0
13308,92.66666666666667,3,1385.5100000000002
13309,131.2,5,1456.79
13310,186.0,3,1132.0300000000002
13311,77.0,2,598.57
13313,150.8,5,1555.32
13314,46.333333333333336,3,775.9400000000003
13316,125.75,4,5732.93
13317,237.0,6,2273.68
13318,14.666666666666666,3,640.76
13319,185.07692307692307,26,10845.55
13320,153.25,4,1532.1999999999998
13321,79.0,2,567.3599999999999
13322,17.0,1,199.48
13323,29.8,5,787.8499999999999
13324,198.6,10,7121.95
13325,82.0,1,675.3
13327,220.875,8,3627.7700000000004
13328,316.0,1,1308.48
13329,199.5,2,788.9999999999999
13330,198.33333333333334,3,1140.93
13332,14.0,1,350.9
13334,193.0,3,3502.3200000000006
13336,77.0,1,795.12
13338,158.0,1,437.02
13339,201.0,1,860.1200000000002
13340,128.14285714285714,7,10736.480000000003
13341,261.0,1,775.8499999999999
13343,178.0,1,303.43
13344,138.0,3,2511.69
13345,288.0,1,339.5
13347,70.0,1,291.36
13348,64.0,1,233.76
13349,11.0,1,197.31999999999996
13350,47.5,2,879.1199999999999
13351,66.0,1,323.94
13352,60.0,1,347.9800000000001
13354,71.0,1,743.5300000000003
13355,122.0,1,674.7
13356,80.0,1,768.2400000000001
13357,257.0,1,609.4
13358,269.0,1,389.03000000000003
13359,64.0,1,389.55999999999995
13362,149.0,4,3090.7400000000007
13363,31.0,2,892.5
13364,71.0,1,134.96
13365,126.0,2,2225.37
13366,50.0,1,56.160000000000004
13368,297.5,2,573.4
13369,366.0,1,258.28000000000003
13370,372.0,1,754.8700000000003
13372,90.0,1,328.64
13373,165.33333333333334,3,3312.250000000001
13375,89.0,1,778.6499999999997
13376,179.0,3,869.76
13379,77.0,3,572.5600000000001
13381,148.0,6,3639.31
13382,281.0,1,222.99
13384,88.42857142857143,7,4151.93
13385,330.0,1,534.5700000000002
13388,131.0,2,677.1
13389,106.33333333333333,3,797.96
13390,75.0,1,544.0799999999999
13391,204.0,1,59.8
13394,149.125,8,2520.0199999999995
13395,185.0,1,307.72
13396,174.0,2,1360.9899999999998
13397,200.2,5,1544.13
13398,192.0,1,457.3400000000001
13402,249.5,2,621.23
13403,18.0,1,75.0
13404,107.0,2,252.48999999999998
13405,261.0,2,557.45
13408,161.8709677419355,62,28117.03999999999
13410,168.0,5,1003.06
13411,107.0,1,213.55000000000004
13414,196.0,3,1390.5
13416,62.5,2,712.5
13417,105.0,2,640.83
13418,207.33333333333334,18,6127.43
13419,64.0,1,221.05999999999995
13420,160.5,2,159.85
13421,165.0,2,1823.21
13422,64.0,1,2626.3000000000006
13425,190.33333333333334,3,1624.2099999999996
13426,156.5,10,3641.32
13427,118.0,3,582.6
13428,10.0,1,201.77999999999994
13429,49.0,4,1006.8
13430,52.5,2,679.45
13431,78.0,2,1269.1
13434,85.5,2,534.2400000000001
13435,82.0,7,3809.8900000000003
13436,2.0,1,196.88999999999996
13437,93.85714285714286,7,3408.0600000000004
13439,255.0,1,283.71
13441,92.0,1,296.64000000000004
13447,31.0,3,1129.1399999999999
13448,238.0,6,3534.6899999999996
13449,24.0,1,291.88
13450,137.5,6,2043.7199999999998
13451,193.2,5,2898.26
13452,265.0,2,590.0
13453,228.0,2,356.97999999999996
13455,195.5,2,1058.34
13456,106.83333333333333,6,1766.7200000000003
13458,177.28571428571428,14,9646.57
13460,39.5,2,183.44
13461,114.0,3,1445.0
13462,253.0,1,151.5
13464,58.0,1,674.6800000000002
13466,184.0,1,307.90000000000003
13467,23.5,2,1071.9099999999999
13468,196.59459459459458,37,5704.969999999999
13470,107.0,2,165.0
13471,19.0,4,2501.84
13473,197.0,2,422.64
13474,236.0,1,226.83999999999997
13475,242.5,4,1431.7799999999997
13476,230.0,2,1238.47
13477,151.33333333333334,6,1454.58
13479,218.0,2,300.95000000000005
13481,142.2,5,1804.56
13482,232.0,1,184.64
13483,66.0,1,140.34000000000003
13484,241.0,1,313.79999999999995
13485,233.0,1,454.24
13486,120.33333333333333,3,1122.41
13487,208.0,3,575.4
13488,177.15384615384616,13,8968.31
13489,211.75,4,449.52000000000004
13491,268.4,10,1215.8200000000002
13492,171.0,3,1269.8399999999997
13493,281.0,2,498.63
13494,312.0,1,316.26
13495,200.8,5,2044.8700000000001
13496,185.5,2,653.33
13497,326.0,2,348.05
13499,123.2,5,1159.11
13500,60.666666666666664,3,1166.77
13501,288.0,1,1340.3199999999997
13502,205.33333333333334,3,292.0
13503,71.0,1,216.84999999999997
13504,64.0,1,295.93
13505,166.25,4,3633.63
13506,343.0,2,458.52
13507,88.5,4,2479.16
13508,244.0,1,110.97
13509,162.16666666666666,6,964.72
13510,81.25,4,1791.56
13512,261.0,1,251.20999999999998
13513,127.0,1,205.09999999999997
13514,74.0,1,152.20000000000002
13515,146.5,4,891.1200000000001
13516,111.0,3,1389.4099999999999
13517,115.66666666666667,3,2128.42
